new_paras	pos	kotus_tn	kotus_av	plurale_tantum	grade_dir	harmony	stem_vowel	stem_diphthong	possessive	clitics
['N_FARMARIT']	NOUN	6	False	obligatory	weaken	back	False	None	False	False
['N_FIFA']	NOUN	10	False	False	weaken	back	False	None	False	False
['N_FIFA']	NOUN	12	False	False	weaken	back	False	None	False	False
['N_FIFA']	NOUN	9	False	False	weaken	back	False	None	False	False
['N_FONDUE']	NOUN	21	False	False	weaken	front	y	None	False	False
['N_FONDUE']	NOUN	21	False	False	weaken	front	Y	None	False	False
['N_FONDYY']	NOUN	20	False	False	weaken	front	y	None	False	False
['N_FÄNRIKIT']	NOUN	5	A	obligatory	weaken	front	False	None	False	False
['N_GAY']	NOUN	21	False	False	weaken	back	False	None	False	False
['N_GAY']	NOUN	21	False	False	weaken	back	i	None	False	False
['N_GAY']	NOUN	21	False	False	weaken	front	False	None	False	False
['N_GAY']	NOUN	21	False	False	weaken	front	i	None	False	False
['N_HAAKSI']	NOUN	31	False	False	weaken	back	False	None	False	False
['N_HAI']	NOUN	18	False	False	weaken	back	i	None	False	False
['N_HAIT']	NOUN	18	False	obligatory	weaken	back	False	None	False	False
['N_HAMMAS']	NOUN	41	H	False	strengthen	back	False	None	False	False
['N_HAPAN']	NOUN	34	B	False	strengthen	back	False	None	False	False
['N_HAPPI']	NOUN	7	B	False	weaken	back	False	None	False	False
['N_HAPPO']	NOUN	1	B	False	weaken	back	False	None	False	False
['N_HARMAAT']	NOUN	17	False	obligatory	weaken	back	False	None	False	False
['N_HEITIN']	NOUN	33	C	False	strengthen	front	False	None	False	False
['N_HENKI']	NOUN	7	G	False	weaken	front	False	None	False	False
['N_HEPO']	NOUN	1	E	False	weaken	back	False	None	False	False
['N_HIIRI']	NOUN	24	False	False	weaken	front	False	None	False	False
['N_HIIRI']	NOUN	26	False	False	weaken	front	False	None	False	False
['N_HIPAT']	NOUN	9	B	obligatory	weaken	back	False	None	False	False
['N_HIRTTO']	NOUN	1	C	False	weaken	back	False	None	False	False
['N_HIUTALEET']	NOUN	48	False	obligatory	strengthen	back	False	None	False	False
['N_HOKSOTTIMET']	NOUN	33	C	obligatory	strengthen	back	False	None	False	False
['N_HONKA']	NOUN	10	G	False	weaken	back	a	None	False	False
['N_HOPEAT']	NOUN	15	False	obligatory	weaken	back	False	None	False	False
['N_HORTA']	NOUN	10	K	False	weaken	back	a	None	False	False
['N_HOUSUT']	NOUN	1	False	obligatory	weaken	back	False	None	False	False
['N_HUOLITELTU']	NOUN	1	I	False	weaken	back	False	None	False	False
['N_HUPI']	NOUN	5	E	False	weaken	back	False	None	False	False
['N_HYLJE']	NOUN	48	L	False	strengthen	front	False	None	False	False
['N_HYNTTEET']	NOUN	48	C	obligatory	strengthen	front	False	None	False	False
['N_HYNTTYYT']	NOUN	17	False	obligatory	weaken	front	False	None	False	False
['N_HYVINKÄÄ']	NOUN	17	False	False	weaken	front	ä	None	False	False
['N_HYÖTYY']	NOUN	17	False	False	weaken	front	y	None	False	False
['N_HÄIRIÖ']	NOUN	3	False	False	weaken	front	False	None	False	False
['N_HÄKKI']	NOUN	5	A	False	weaken	front	False	None	False	False
['N_HÄKKI']	NOUN	5	D	False	weaken	front	False	None	False	False
['N_HÄKKYRÄ']	NOUN	12	False	False	weaken	front	ä	None	False	False
['N_HÄMET']	NOUN	44	False	False	strengthen	front	False	None	False	False
['N_HÄMMINKI']	NOUN	5	G	False	weaken	front	False	None	False	False
['N_HÄNNÄT']	NOUN	10	J	obligatory	weaken	front	False	None	False	False
['N_HÄRKIN']	NOUN	33	A	False	strengthen	front	False	None	False	False
['N_HÄVINNEET']	NOUN	47	False	obligatory	strengthen	front	False	None	False	False
['N_HÄÄT']	NOUN	18	False	obligatory	weaken	front	False	None	False	False
['N_HÄÄTÖ']	NOUN	1	F	False	weaken	front	False	None	False	False
['N_HÖLKKÄ']	NOUN	10	A	False	weaken	front	ä	None	False	False
['N_HÖPÖTTÄJÄ']	NOUN	10	False	False	weaken	front	ä	None	False	False
['N_HÖYHENET']	NOUN	32	False	obligatory	strengthen	front	False	None	False	False
['N_IEN']	NOUN	32	D	False	strengthen	front	False	None	False	False
['N_IES']	NOUN	41	D	False	strengthen	front	False	None	False	False
['N_IKENET']	NOUN	32	D	obligatory	strengthen	front	False	None	False	False
['N_IMMYT']	NOUN	43	H	False	strengthen	front	False	None	False	False
['N_INGET']	NOUN	44	G	False	strengthen	front	False	None	False	False
['N_ITÄMAAT']	NOUN	18	False	obligatory	weaken	back	False	None	False	False
['N_JEPPE']	NOUN	8	B	False	weaken	front	False	None	False	False
['N_JOCKEY']	NOUN	21	False	False	weaken	back	i	None	False	False
['N_JOCKEY']	NOUN	21	False	False	weaken	front	False	None	False	False
['N_JOCKEY']	NOUN	21	False	False	weaken	front	i	None	False	False
['N_JOUKOT']	NOUN	1	A	obligatory	weaken	back	False	None	False	False
['N_JOUKOT']	NOUN	1	D	obligatory	weaken	back	False	None	False	False
['N_JOUTSEN']	NOUN	32	False	False	strengthen	back	False	None	False	False
['N_JUHLAT']	NOUN	10	False	obligatory	weaken	back	False	None	False	False
['N_JUOVAT']	NOUN	10	E	obligatory	weaken	back	False	None	False	False
['N_JYLKYT']	NOUN	1	A	obligatory	weaken	front	False	None	False	False
['N_JÄLSI']	NOUN	28	I	False	weaken	front	False	None	False	False
['N_JÄRJESTÖT']	NOUN	2	False	obligatory	weaken	front	False	None	False	False
['N_JÄRKI']	NOUN	7	L	False	weaken	front	False	None	False	False
['N_JÄRVITAHDON']	NOUN	33	F	False	strengthen	back	False	None	False	False
['N_JÄÄTELÖ']	NOUN	2	False	False	weaken	front	False	None	False	False
['N_KAARET']	NOUN	44	False	False	strengthen	back	False	None	False	False
['N_KAARRET']	NOUN	44	K	False	strengthen	back	False	None	False	False
['N_KAARROT']	NOUN	1	K	obligatory	weaken	back	False	None	False	False
['N_KALATOIN']	NOUN	34	C	False	strengthen	back	False	None	False	False
['N_KAMPPEET']	NOUN	48	B	obligatory	strengthen	back	False	None	False	False
['N_KANAALI']	NOUN	6	False	False	weaken	back	False	None	False	False
['N_KANGASALA']	NOUN	9	False	False	weaken	back	a	None	False	False
['N_KANGAS']	NOUN	41	G	False	strengthen	back	False	None	False	False
['N_KANKAHAT']	NOUN	41	G	obligatory	strengthen	back	False	None	False	False
['N_KANNEL']	NOUN	49	J	False	strengthen	back	False	None	False	False
['N_KANNET']	NOUN	28	False	obligatory	weaken	back	False	None	False	False
['N_KARRAT']	NOUN	9	K	obligatory	weaken	back	False	None	False	False
['N_KASTANJETIT']	NOUN	5	C	obligatory	weaken	back	False	None	False	False
['N_KASTIKE']	NOUN	48	A	False	strengthen	back	False	None	False	False
['N_KASTILJAT']	NOUN	13	False	obligatory	weaken	back	False	None	False	False
['N_KAUSI']	NOUN	27	False	False	weaken	back	False	None	False	False
['N_KEHVELI']	NOUN	6	False	False	weaken	front	False	None	False	False
['N_KELTIS']	NOUN	41	C	False	strengthen	front	False	None	False	False
['N_KENGÄT']	NOUN	10	G	obligatory	weaken	front	False	None	False	False
['N_KENKÄ']	NOUN	10	G	False	weaken	front	ä	None	False	False
['N_KENTTÄ']	NOUN	10	C	False	weaken	front	ä	None	False	False
['N_KENTUCKY']	NOUN	21	False	False	weaken	front	i	None	False	False
['N_KENTÄT']	NOUN	10	C	obligatory	weaken	front	False	None	False	False
['N_KERITSIMET']	NOUN	33	False	obligatory	strengthen	front	False	None	False	False
['N_KERROIN']	NOUN	33	K	False	strengthen	back	False	None	False	False
['N_KERTA']	NOUN	9	K	False	weaken	back	a	None	False	False
['N_KEVÄT']	NOUN	44	False	False	strengthen	front	False	None	False	False
['N_KIDE']	NOUN	48	F	False	strengthen	front	False	None	False	False
['N_KIELTO']	NOUN	1	I	False	weaken	back	False	None	False	False
['N_KIERRE']	NOUN	48	K	False	strengthen	front	False	None	False	False
['N_KIERRIN']	NOUN	33	K	False	strengthen	front	False	None	False	False
['N_KIHARAT']	NOUN	11	False	obligatory	weaken	back	False	None	False	False
['N_KIHARRIN']	NOUN	33	K	False	strengthen	back	False	None	False	False
['N_KIINNE']	NOUN	48	J	False	strengthen	front	False	None	False	False
['N_KILPIKKÄÄT']	NOUN	41	A	obligatory	strengthen	front	False	None	False	False
['N_KILPI']	NOUN	7	E	False	weaken	front	False	None	False	False
['N_KINNAS']	NOUN	41	J	False	strengthen	back	False	None	False	False
['N_KINNER']	NOUN	49	J	False	strengthen	front	False	None	False	False
['N_KIRITTÄRET']	NOUN	32	C	obligatory	strengthen	front	False	None	False	False
['N_KIRJA']	NOUN	9	False	False	weaken	back	a	None	False	False
['N_KIRVES']	NOUN	41	False	False	strengthen	front	False	None	False	False
['N_KITARA']	NOUN	13	False	False	weaken	back	a	None	False	False
['N_KIVI']	NOUN	7	False	False	weaken	front	False	None	False	False
['N_KLUMPIT']	NOUN	5	B	obligatory	weaken	back	False	None	False	False
['N_KOE']	NOUN	48	D	False	strengthen	back	False	None	False	False
['N_KOMPA']	NOUN	10	H	False	weaken	back	a	None	False	False
['N_KORPI']	NOUN	7	E	False	weaken	back	False	None	False	False
['N_KORTES']	NOUN	41	C	False	strengthen	back	False	None	False	False
['N_KORTET']	NOUN	44	C	False	strengthen	back	False	None	False	False
['N_KORTTI']	NOUN	5	C	False	weaken	back	False	None	False	False
['N_KORVET']	NOUN	7	E	obligatory	weaken	back	False	None	False	False
['N_KOUVOT']	NOUN	1	E	obligatory	weaken	back	False	None	False	False
['N_KUITU']	NOUN	1	F	False	weaken	back	False	None	False	False
['N_KUMMUT']	NOUN	1	H	obligatory	weaken	back	False	None	False	False
['N_KUNGFU']	NOUN	21	False	False	weaken	back	u	None	False	False
['N_KUNGFU']	NOUN	21	False	False	weaken	back	U	None	False	False
['N_KUNNAT']	NOUN	10	J	obligatory	weaken	back	False	None	False	False
['N_KUNTA']	NOUN	10	J	False	weaken	back	a	None	False	False
['N_KUOPAT']	NOUN	10	B	obligatory	weaken	back	False	None	False	False
['N_KUOPPA']	NOUN	10	B	False	weaken	back	a	None	False	False
['N_KUPPI']	NOUN	5	B	False	weaken	back	False	None	False	False
['N_KUTSUNTA']	NOUN	9	J	False	weaken	back	a	None	False	False
['N_KUULOKKEET']	NOUN	48	A	obligatory	strengthen	back	False	None	False	False
['N_KUULOKKEET']	NOUN	48	D	obligatory	strengthen	back	False	None	False	False
['N_KUUS']	NOUN	27	False	False	weaken	back	False	None	False	False
['N_KYDÖT']	NOUN	1	F	obligatory	weaken	front	False	None	False	False
['N_KYKY']	NOUN	1	M	False	weaken	front	False	None	False	False
['N_KYLKIÄINEN']	NOUN	38	False	False	strengthen	front	False	None	False	False
['N_KYLÄNVANHIN']	NOUN	36	False	False	strengthen	back	False	None	False	False
['N_KYMMEN']	NUMERAL	32	False	False	strengthen	front	False	None	False	False
['N_KYNNET']	NOUN	28	False	obligatory	weaken	front	False	None	False	False
['N_KYNNÄÄT']	NOUN	41	False	obligatory	strengthen	front	False	None	False	False
['N_KYSYNTÄ']	NOUN	9	J	False	weaken	front	ä	None	False	False
['N_KYYNEL']	NOUN	49	False	False	strengthen	front	False	None	False	False
['N_KÄKI']	NOUN	7	D	False	weaken	front	False	None	False	False
['N_KÄMMEKKÄ']	NOUN	14	A	False	weaken	front	ä	None	False	False
['N_KÄPY']	NOUN	1	E	False	weaken	front	False	None	False	False
['N_KÄPÄLÄ']	NOUN	11	False	False	weaken	front	ä	None	False	False
['N_KÄRJET']	NOUN	7	L	obligatory	weaken	front	False	None	False	False
['N_KÄRRY']	NOUN	1	False	False	weaken	front	False	None	False	False
['N_KÄRSÄKÄS']	NOUN	41	A	False	strengthen	front	False	None	False	False
['N_KÄRÄJÄT']	NOUN	10	False	obligatory	weaken	front	False	None	False	False
['N_KÄSITE']	NOUN	48	C	False	strengthen	front	False	None	False	False
['N_KÄÄDYT']	NOUN	1	F	obligatory	weaken	front	False	None	False	False
['N_KÄÄNNIN']	NOUN	33	J	False	strengthen	front	False	None	False	False
['N_KÄÄNTÖ']	NOUN	1	J	False	weaken	front	False	None	False	False
['N_KÖNGÄS']	NOUN	41	G	False	strengthen	front	False	None	False	False
['N_KÖYHYYS']	NOUN	40	False	False	strengthen	front	False	None	False	False
['N_KÖYSI']	NOUN	27	False	False	weaken	front	False	None	False	False
['N_KÖÖ']	NOUN	18	False	False	weaken	front	ö	None	False	False
['N_LAET']	NOUN	7	D	obligatory	weaken	back	False	None	False	False
['N_LAHDET']	NOUN	7	F	obligatory	weaken	back	False	None	False	False
['N_LAHTI']	NOUN	7	F	False	weaken	back	False	None	False	False
['N_LAIDUN']	NOUN	33	F	False	strengthen	back	False	None	False	False
['N_LAKI']	NOUN	5	D	False	weaken	back	False	None	False	False
['N_LAMMET']	NOUN	7	H	obligatory	weaken	back	False	None	False	False
['N_LAMMI']	NOUN	5	H	False	weaken	back	False	None	False	False
['N_LAMMIT']	NOUN	5	H	obligatory	weaken	back	False	None	False	False
['N_LANKA']	NOUN	9	G	False	weaken	back	a	None	False	False
['N_LANNET']	NOUN	44	J	False	strengthen	back	False	None	False	False
['N_LAPSI']	NOUN	29	False	False	weaken	back	False	None	False	False
['N_LASIT']	NOUN	5	False	obligatory	weaken	back	False	None	False	False
['N_LEHDET']	NOUN	7	F	obligatory	weaken	front	False	None	False	False
['N_LEHTI']	NOUN	7	F	False	weaken	front	False	None	False	False
['N_LEIKKUU']	NOUN	17	False	False	weaken	back	u	None	False	False
['N_LEIPÄ']	NOUN	10	E	False	weaken	front	ä	None	False	False
['N_LENTTEE']	NOUN	17	False	False	weaken	front	e	None	False	False
['N_LEPAKKO']	NOUN	4	A	False	weaken	back	False	None	False	False
['N_LIEMI']	NOUN	25	False	False	weaken	front	False	None	False	False
['N_LIITTOUTUNEET']	NOUN	47	False	obligatory	strengthen	back	False	None	False	False
['N_LIIVIT']	NOUN	5	False	obligatory	weaken	front	False	None	False	False
['N_LINGOT']	NOUN	1	G	obligatory	weaken	back	False	None	False	False
['N_LINTU']	NOUN	1	J	False	weaken	back	False	None	False	False
['N_LIPEÄ']	NOUN	15	False	False	weaken	front	ä	None	False	False
['N_LIPOTTARET']	NOUN	32	C	obligatory	strengthen	back	False	None	False	False
['N_LIPPU']	NOUN	1	B	False	weaken	back	False	None	False	False
['N_LIUKU']	NOUN	1	D	False	weaken	back	False	None	False	False
['N_LIVVADIEVÁT']	NOUN	21	False	obligatory	weaken	back	a	None	False	False
['N_LOKKI']	NOUN	5	A	False	weaken	back	False	None	False	False
['N_LOMMOL']	NOUN	49	H	False	strengthen	back	False	None	False	False
['N_LOTTE']	NOUN	8	C	False	weaken	back	False	None	False	False
['N_LOUET']	NOUN	44	D	False	strengthen	back	False	None	False	False
['N_LUHDAT']	NOUN	10	F	obligatory	weaken	back	False	None	False	False
['N_LUKU']	NOUN	1	M	False	weaken	back	False	None	False	False
['N_LUMME']	NOUN	48	H	False	strengthen	back	False	None	False	False
['N_LUODE']	NOUN	48	F	False	strengthen	back	False	None	False	False
['N_LUODES']	NOUN	41	F	False	strengthen	back	False	None	False	False
['N_LUOKKA']	NOUN	10	A	False	weaken	back	a	None	False	False
['N_LUOLIKOT']	NOUN	4	A	obligatory	weaken	back	False	None	False	False
['N_LUPA']	NOUN	10	E	False	weaken	back	a	None	False	False
['N_LUSIKKA']	NOUN	14	A	False	weaken	back	a	None	False	False
['N_LÄHDES']	NOUN	41	F	False	strengthen	front	False	None	False	False
['N_LÄHDET']	NOUN	44	F	False	strengthen	front	False	None	False	False
['N_LÄHIN']	NOUN	36	False	False	strengthen	front	False	None	False	False
['N_LÄMPÖ']	NOUN	1	H	False	weaken	front	False	None	False	False
['N_LÄNGET']	NOUN	7	G	obligatory	weaken	front	False	None	False	False
['N_LÄNSI']	NOUN	28	False	False	weaken	front	False	None	False	False
['N_LÄNSI']	NOUN	28	J	False	weaken	front	False	None	False	False
['N_LÄÄKE']	NOUN	48	A	False	strengthen	front	False	None	False	False
['N_LÖPÖ']	NOUN	1	E	False	weaken	front	False	None	False	False
['N_MAA']	NOUN	18	False	False	weaken	back	a	None	False	False
['N_MAKKARA']	NOUN	12	False	False	weaken	back	a	None	False	False
['N_MAKU']	NOUN	1	D	False	weaken	back	False	None	False	False
['N_MALMÖ']	NOUN	21	False	False	weaken	front	ö	None	False	False
['N_MALMÖ']	NOUN	21	False	False	weaken	front	Ö	None	False	False
['N_MALTAAT']	NOUN	41	I	obligatory	strengthen	back	False	None	False	False
['N_MANNER']	NOUN	49	J	False	strengthen	back	False	None	False	False
['N_MARKKINAT']	NOUN	12	False	obligatory	weaken	back	False	None	False	False
['N_MATEE']	NOUN	18	False	False	weaken	back	e	None	False	False
['N_MATKUET']	NOUN	43	False	obligatory	strengthen	back	False	None	False	False
['N_MERI']	NOUN	1024	False	False	weaken	back	False	None	False	False
['N_MERI']	NOUN	1024	False	False	weaken	front	False	None	False	False
['N_MERTU']	NOUN	1	K	False	weaken	back	False	None	False	False
['N_METTE']	NOUN	8	C	False	weaken	front	False	None	False	False
['N_MIEHET']	NOUN	42	False	obligatory	strengthen	back	False	None	False	False
['N_MIEHET']	NOUN	42	False	obligatory	strengthen	front	False	None	False	False
['N_MIELENGE']	NOUN	48	G	False	strengthen	front	False	None	False	False
['N_MIELLE']	NOUN	48	I	False	strengthen	front	False	None	False	False
['N_MIES']	NOUN	42	False	False	strengthen	back	False	None	False	False
['N_MIES']	NOUN	42	False	False	strengthen	front	False	None	False	False
['N_MILJÖÖ']	NOUN	20	False	False	weaken	front	ö	None	False	False
['N_MILJÖÖT']	NOUN	20	False	obligatory	weaken	front	False	None	False	False
['N_MITTA']	NOUN	9	C	False	weaken	back	a	None	False	False
['N_MONSIEUR']	NOUN	22	False	False	weaken	back	False	None	False	False
['N_MONSIEUR']	NOUN	22	False	False	weaken	front	ö	None	False	False
['N_MULTA']	NOUN	10	I	False	weaken	back	a	None	False	False
['N_MURTEET']	NOUN	48	K	obligatory	strengthen	back	False	None	False	False
['N_MUUNNIN']	NOUN	33	J	False	strengthen	back	False	None	False	False
['N_MYRKKY']	NOUN	1	A	False	weaken	front	False	None	False	False
['N_MÄET']	NOUN	7	D	obligatory	weaken	front	False	None	False	False
['N_MÄNNYT']	NOUN	1	J	obligatory	weaken	front	False	None	False	False
['N_MÄNTY']	NOUN	1	J	False	weaken	front	False	None	False	False
['N_MÄTTÄÄT']	NOUN	41	C	obligatory	strengthen	front	False	None	False	False
['N_MÄTÄS']	NOUN	41	C	False	strengthen	front	False	None	False	False
['N_MÖMMÖ']	NOUN	1	False	False	weaken	front	False	None	False	False
['N_NALLE']	NOUN	8	False	False	weaken	back	False	None	False	False
['N_NEITSYT']	NOUN	43	False	False	strengthen	front	False	None	False	False
['N_NEUVOTTELUT']	NOUN	2	False	obligatory	weaken	back	False	None	False	False
['N_NIEMET']	NOUN	25	False	obligatory	weaken	front	False	None	False	False
['N_NIHTI']	NOUN	5	F	False	weaken	front	False	None	False	False
['N_NIITUT']	NOUN	1	C	obligatory	weaken	back	False	None	False	False
['N_NIITYT']	NOUN	1	C	obligatory	weaken	front	False	None	False	False
['N_NIMETÖIN']	NOUN	34	C	False	strengthen	front	False	None	False	False
['N_NIMETÖN']	NOUN	34	C	False	strengthen	front	False	None	False	False
['N_NISSE']	NOUN	8	False	False	weaken	front	False	None	False	False
['N_NOKI']	NOUN	7	D	False	weaken	back	False	None	False	False
['N_NOUGAT']	NOUN	22	False	False	weaken	back	a	None	False	False
['N_NOUGAT']	NOUN	22	False	False	weaken	back	False	None	False	False
['N_NUGAA']	NOUN	20	False	False	weaken	back	a	None	False	False
['N_NUKKE']	NOUN	8	A	False	weaken	back	False	None	False	False
['N_NÄKY']	NOUN	1	D	False	weaken	front	False	None	False	False
['N_NÄKÖ']	NOUN	1	D	False	weaken	front	False	None	False	False
['N_OIKEUDET']	NOUN	40	False	obligatory	strengthen	back	False	None	False	False
['N_OLKA']	NOUN	10	L	False	weaken	back	a	None	False	False
['N_OLUT']	NOUN	43	False	False	strengthen	back	False	None	False	False
['N_OMMEL']	NOUN	49	H	False	strengthen	back	False	None	False	False
['N_ONKI']	NOUN	7	G	False	weaken	back	False	None	False	False
['N_ONNET']	NOUN	7	J	obligatory	weaken	back	False	None	False	False
['N_ONNI']	NOUN	7	False	False	weaken	back	False	None	False	False
['N_OOKOO']	NOUN	18	False	False	weaken	back	o	None	False	False
['N_OPINNOT']	NOUN	1	J	obligatory	weaken	back	False	None	False	False
['N_OSATON']	NOUN	34	C	False	strengthen	back	False	None	False	False
['N_OSOITE']	NOUN	48	C	False	strengthen	back	False	None	False	False
['N_PAIKAT']	NOUN	9	A	obligatory	weaken	back	False	None	False	False
['N_PAIKAT']	NOUN	9	D	obligatory	weaken	back	False	None	False	False
['N_PANKIT']	NOUN	5	A	obligatory	weaken	back	False	None	False	False
['N_PARFAIT']	NOUN	22	False	False	weaken	back	e	None	False	False
['N_PATA']	NOUN	9	F	False	weaken	back	a	None	False	False
['N_PATEE']	NOUN	20	False	False	weaken	back	e	None	False	False
['N_PATSAS']	NOUN	41	False	False	strengthen	back	False	None	False	False
['N_PEIPOT']	NOUN	1	B	obligatory	weaken	back	False	None	False	False
['N_PELTI']	NOUN	5	I	False	weaken	front	False	None	False	False
['N_PENGER']	NOUN	49	G	False	strengthen	front	False	None	False	False
['N_PERKEET']	NOUN	48	L	obligatory	strengthen	front	False	None	False	False
['N_PIDOT']	NOUN	1	F	obligatory	weaken	back	False	None	False	False
['N_PIENNAR']	NOUN	49	J	False	strengthen	back	False	None	False	False
['N_PIHDIT']	NOUN	5	F	obligatory	weaken	front	False	None	False	False
['N_PII']	NOUN	18	False	False	weaken	front	i	None	False	False
['N_PIIROA']	NOUN	15	False	False	weaken	back	a	None	False	False
['N_PINSETIT']	NOUN	5	C	obligatory	weaken	front	False	None	False	False
['N_PIPPALOT']	NOUN	2	False	obligatory	weaken	back	False	None	False	False
['N_PISTE']	NOUN	48	False	False	strengthen	front	False	None	False	False
['N_PISTE']	NOUN	49	False	False	strengthen	front	False	None	False	False
['N_POHATTA']	NOUN	14	C	False	weaken	back	a	None	False	False
['N_POHJE']	NOUN	48	L	False	strengthen	back	False	None	False	False
['N_POIKA']	NOUN	1010	D	False	weaken	back	a	None	False	False
['N_POJAT']	NOUN	1010	D	obligatory	weaken	back	False	None	False	False
['N_POLITIIKKA']	NOUN	9	A	False	weaken	back	a	None	False	False
['N_POLJIN']	NOUN	33	L	False	strengthen	back	False	None	False	False
['N_PONSI']	NOUN	28	False	False	weaken	back	False	None	False	False
['N_PONSI']	NOUN	28	J	False	weaken	back	False	None	False	False
['N_PORRAS']	NOUN	41	K	False	strengthen	back	False	None	False	False
['N_PORTAAT']	NOUN	41	K	obligatory	strengthen	back	False	None	False	False
['N_PROBLEEMA']	NOUN	11	False	False	weaken	back	a	None	False	False
['N_PUHELIN']	NOUN	33	False	False	strengthen	back	False	None	False	False
['N_PUIN']	NOUN	33	D	False	strengthen	back	False	None	False	False
['N_PUKIMET']	NOUN	33	D	obligatory	strengthen	back	False	None	False	False
['N_PUNK']	NOUN	5	False	False	weaken	back	False	None	False	False
['N_PUU']	NOUN	18	False	False	weaken	back	u	None	False	False
['N_PUUT']	NOUN	18	False	obligatory	weaken	back	False	None	False	False
['N_PYTTY']	NOUN	1	C	False	weaken	front	False	None	False	False
['N_PYYHE']	NOUN	48	D	False	strengthen	front	False	None	False	False
['N_PYYHIN']	NOUN	33	D	False	strengthen	front	False	None	False	False
['N_PYY']	NOUN	18	False	False	weaken	front	y	None	False	False
['N_PYYT']	NOUN	18	False	obligatory	weaken	front	False	None	False	False
['N_PÄÄ']	NOUN	18	False	False	weaken	front	ä	None	False	False
['N_PÖKSYT']	NOUN	1	False	obligatory	weaken	front	False	None	False	False
['N_PÖLHÄÄT']	NOUN	17	False	obligatory	weaken	front	False	None	False	False
['N_PÖLLÖT']	NOUN	1	False	obligatory	weaken	front	False	None	False	False
['N_PÖNTTÖ']	NOUN	1	C	False	weaken	front	False	None	False	False
['N_PÖYTÄ']	NOUN	10	F	False	weaken	front	ä	None	False	False
['N_RAAVIN']	NOUN	33	E	False	strengthen	back	False	None	False	False
['N_RAGUU']	NOUN	20	False	False	weaken	back	u	None	False	False
['N_RAKENNE']	NOUN	48	J	False	strengthen	back	False	None	False	False
['N_RAMPA']	NOUN	9	H	False	weaken	back	a	None	False	False
['N_RANGAT']	NOUN	9	G	obligatory	weaken	back	False	None	False	False
['N_RANNAT']	NOUN	9	J	obligatory	weaken	back	False	None	False	False
['N_RAPPE']	NOUN	8	B	False	weaken	back	False	None	False	False
['N_RAPPUSET']	NOUN	38	False	obligatory	strengthen	back	False	None	False	False
['N_RAPUT']	NOUN	1	B	obligatory	weaken	back	False	None	False	False
['N_RATAS']	NOUN	41	C	False	strengthen	back	False	None	False	False
['N_RATTAAT']	NOUN	41	C	obligatory	strengthen	back	False	None	False	False
['N_RAUDAT']	NOUN	9	F	obligatory	weaken	back	False	None	False	False
['N_RAUNIOT']	NOUN	3	False	obligatory	weaken	back	False	None	False	False
['N_RAVET']	NOUN	8	False	obligatory	weaken	back	False	None	False	False
['N_RAVUT']	NOUN	1	E	obligatory	weaken	back	False	None	False	False
['N_REGGAE']	NOUN	21	False	False	weaken	back	False	None	False	False
['N_REIKÄ']	NOUN	10	D	False	weaken	front	ä	None	False	False
['N_REIÄT']	NOUN	10	D	obligatory	weaken	front	False	None	False	False
['N_RENKAAT']	NOUN	41	G	obligatory	strengthen	back	False	None	False	False
['N_RIIPI']	NOUN	5	E	False	weaken	front	False	None	False	False
['N_RIIVET']	NOUN	7	E	obligatory	weaken	front	False	None	False	False
['N_RIMMI']	NOUN	5	H	False	weaken	front	False	None	False	False
['N_RIMMIT']	NOUN	5	H	obligatory	weaken	front	False	None	False	False
['N_RIMPI']	NOUN	7	H	False	weaken	front	False	None	False	False
['N_RINNET']	NOUN	44	J	False	strengthen	front	False	None	False	False
['N_RINTEET']	NOUN	48	J	obligatory	strengthen	front	False	None	False	False
['N_RIPE']	NOUN	48	B	False	strengthen	front	False	None	False	False
['N_RIPSET']	NOUN	7	False	obligatory	weaken	front	False	None	False	False
['N_RIUTAT']	NOUN	9	C	obligatory	weaken	back	False	None	False	False
['N_ROHTIMET']	NOUN	33	F	obligatory	strengthen	back	False	None	False	False
['N_ROITOT']	NOUN	1	C	obligatory	weaken	back	False	None	False	False
['N_ROMPAAT']	NOUN	41	H	obligatory	strengthen	back	False	None	False	False
['N_ROSÉ']	NOUN	21	False	False	weaken	back	e	None	False	False
['N_ROSÉ']	NOUN	21	False	False	weaken	back	E	None	False	False
['N_ROSÉ']	NOUN	21	False	False	weaken	back	é	None	False	False
['N_ROTAT']	NOUN	10	C	obligatory	weaken	back	False	None	False	False
['N_ROTTA']	NOUN	10	C	False	weaken	back	a	None	False	False
['N_RUIPELO']	NOUN	2	False	False	weaken	back	False	None	False	False
['N_RUIS']	NOUN	41	D	False	strengthen	back	False	None	False	False
['N_RUMPU']	NOUN	1	H	False	weaken	back	False	None	False	False
['N_RUNKO']	NOUN	1	G	False	weaken	back	False	None	False	False
['N_RUOKO']	NOUN	1	D	False	weaken	back	False	None	False	False
['N_RUOPPAAT']	NOUN	41	B	obligatory	strengthen	back	False	None	False	False
['N_RUUHI']	NOUN	24	False	False	weaken	back	False	None	False	False
['N_RUUHI']	NOUN	26	False	False	weaken	back	False	None	False	False
['N_RUUMIS']	NOUN	41	False	False	strengthen	back	False	None	False	False
['N_RUUVI']	NOUN	5	False	False	weaken	back	False	None	False	False
['N_RYNNÄS']	NOUN	41	J	False	strengthen	front	False	None	False	False
['N_RYNTTYYT']	NOUN	41	C	obligatory	strengthen	front	False	None	False	False
